27450168,22150080,163877409
49912439,163877409,23702397
104871512,163877409,494696880
219855843,24490384,23702397
217984518,41511637,130176159
25844958,18721502,23702397
40961474,10876852,17652777
41554056,14372486,23654341
24391888,368898559,16202733
37838964,14227046,40164390
40164390,14227046,37838964
518304539,445348992,8051992
368898559,24391888,16202733
191793302,285708672,10418002
7768572,16827173,37461389
233582757,31812497,11268812
19946977,50393960,19029137
14618151,177310174,14208982
38303040,13613292,19802879
161445523,49089235,11268812
35432131,3829151,27475761
127625661,407259902,75829996
281765007,44312605,63135128
165498547,44473103,196429355
463410501,193076197,48108211
137117427,310687757,39689218
24125760,14920785,15141980,14622632,115485051
242989788,28297965,54358730,60201129,28593358
18139329,18240130,19203998,813286,21955058
278955055,6480682,24277551,23559108,70634703
45516101,15902799,73579105,30875186,22503010
49684371,22447077,20163916,129907052,21440254
27845162,115485051,18228898,38772449,23440052
59838970,56217756,16240253,22090710,30725103
19272209,12657782,46219889,14245359,28102830
30542242,28102830,28066845,14245359,12657782
60539986,16240253,26317797,22515759,30725103
157099880,15150609,275631428,19836737,40981798
21266767,40981798,31331740,38035105,43003845
51317749,49315012,99741379,78756744,217780802
149300045,100292146,27307810,235382801,15150609
373626213,281794551,56437941,58898315,167548124
53788830,93610469,33956414,32378617,40981798
13226592,13,813286,783214,807095
12221852,15676492,14414759,16512432,14497826
44961317,92526226,30313925,31926058,8775672
33820238,20408795,77291030,20641338,21010229
15403842,12044602,37319854,30138120,22269057
17766162,20414217,813286,15231766,19397785
26316751,15666380,30138120,115485051,29261954
32630587,21507883,46541054,32155203,40320195
62130152,32453930,49717874,28534252,50709355
152994278,26643018,233364902,783214,16076032
43785291,62581962,14344784,11178902,19966557
71721432,62581962,14442153,327577091,783214
40487404,21611239,19725644,196223678,184543773
209692125,90258002,220139885,90778418,15492359
19286911,16828819,18655567,36541636,14700258
15680317,16017475,11621822,12245632,83883736
14432588,7395252,21687228,38012341,18283160
15872575,101224288,28647566,22975251,39985029
204830424,430841101,308584117,56147905,384873728
144123752,88173989,321304084,375080088,124142999
383246939,16297426,428333,10810102,65643278
557925141,5988062,428333,203676335,813286
112234084,47646874,14157134,19526770,1294741
19942100,14519041,14478046,16664681,778057
22660183,16664681,15962096,27676108,15492359
40876484,15924858,20203701,15085200,47787563
12127102,17553095,29480700,18010713,82017157
416545366,48115813,25521487,19279990,16890969
557111603,40168339,48115813,284089166,259379883
204211147,213687893,19700051,479947271,48115813
32604322,259379883,156536464,90420314,25456478
39677694,39642535,24447643,31353077,40780444
338610665,6480682,25521487,48115813,259379883
15146558,32765534,31353077,234521957,374660408
278182556,291145362,115113945,218918529,228064442
64205340,311103554,228064442,218918529,115113945
157812568,5162861,30375667,126228616,1317671
121207255,91105535,93885127,141021153,90779436
134129918,42234506,91009752,17705683,107090507
345470819,346305140,93885127,100649666,188443111
152875477,4519121,155804694,29994187,116308543
257195169,320904005,240366005,21024748,255709259
92835439,34998152,11348282,18030179,30026417
16971048,22548403,19361641,18030179,62513246
46450613,178293728,125825736,44800299,103011384
47037204,64716991,22548403,92393466,57518848
18031882,28123862,30026417,35565986,107224132
372389251,19637934,18030179,18030179,49414491
85224711,92393466,59297040,49414491,92393466
31172916,130262012,18012833,816653,18038269
15164349,115504182,111364887,41182491,784304
171150669,111364887,15164349,18038269,14089195
17581513,18384469,18038269,14089195,784304
50304777,784304,115504182,9207632,15321585
19489649,784304,17014614,41951383,1239671
6273362,19489649,115504182,111364887,784304
43961874,10671602,972651,17093617,14230524
59049141,15392073,7966682,14511995,17663756
78909250,44816860,43291582,57167307,108181916
27090083,10671602,1239671,1112661,14230524
70824052,24977228,15564035,15399592,17093617
29272922,16966162,21282551,35787166,27195114
17137254,99341066,23003843,58695209,69149338
69149338,99341066,17790265,17137254,88827363
66504171,18532553,17958478,15913,57244828
36184872,10671602,20063830,10824382,17092592
102953854,58393415,77365000,28331519,88827363
15399592,24977228,70824052,15564035,116362700
300313876,59806708,21366823,157144231,18557657
151734679,330991330,170360566,47283664,17659206
128235582,52283878,52012019,51999405,52284349
184363884,158284325,18557657,228630523,90166762
305984463,152966047,110936556,104673579,59455021
501626777,476677778,33654443,476675010,212266188
372525120,212266188,459126040,33654443,368205353
59806708,18557657,74550725,21366823,128487133
69133390,21366823,44545339,89135529,73020700
287858728,494266498,118504288,121341102,298250825
121341102,118504288,287858728,298250825,494266498
426667123,169537164,24616144,463983123,284257244
18030304,18553324,84016634,69513559,117590354
36724802,22022795,69513559,18553324,117590354
45143272,164052930,117590354,22022795,84016634
15584455,31451582,115485051,217160945,250831586
281844209,21681252,188499505,264316849,6080022
83330277,95880323,27427957,19592306,20587191
153778991,21024748,53144764,85321222,20587191
220784933,55247921,178513073,19592306,182863254
22541334,314648633,52558970,234625696,499475865
30097096,45235820,409486555,58598187,813286
76768149,24588389,9402372,24581048,19433528
311075684,340530187,23627469,813286,35547308
9374882,45235820,296740600,94924225,61660100
28742015,24581048,35547308,26009561,28442098
35547308,28742015,28442098,813286,93124511
31947502,23627469,24581048,85738758,813286
21446253,24588389,26514376,24129566,24581048
24422800,218343548,18517027,94485134,618593
819869,50835878,14595283,19684235,14713477
29906519,92352911,31353077,262351301,46503181
2253441,378869947,16129920,20,10115402
259392555,115485051,24996939,16303106,6539592
262394934,19320697,266110393,157180599,29890699
64857643,18713254,14824849,142157505,14677919
159597326,15259106,55232733,16303106,14506253
146598249,53062881,514604183,443127182,458904737
4255361,12798922,14885549,297422541,16373202
25753282,8253582,101483336,16866902,56166348
15571349,103262297,198951064,28420827,69713164
56658960,139127702,50578096,27294904,128609514
21809256,16539573,18941809,30354164,25873356
354752457,174741544,24742040,17092592,22841103
42851831,87764480,14536491,20747847,221859696
42403677,15350768,239728400,19401248,45518574
39440379,22416481,39429652,32309773,28431870
25931628,14075928,62581962,16303106,14824849
23841743,16676427,204562062,16220934,15218212
61194080,4197051,14824849,106638964,20495756
25841574,466921171,134735765,133583134,18611950
16212528,21747416,18611950,18911703,51259482
216566780,198684338,69745037,134735765,17454341
2532981,53024206,216566780,259446460,43067315
132884860,7573752,24019308,7710472,189260968
64281308,132389474,35936474,24838521,23083404
14138785,6017542,5402612,807095,4898091
20979133,61040299,61040833,23645599,7573752
70517655,19658826,102391194,5402612,807095
255177586,717313,32387419,19509627,19658826
265174363,62050341,16530378,130897520,414188706
29069863,15112249,101859065,18927441,18588279
260871757,20471349,95980722,51967452,250831586
17526336,20609518,257162272,33618609,285710712
96647313,262077808,40717768,50679126,28960709
29265047,30364057,130684475,23539150,20899023
5143221,20609518,16303106,4488,963121
5510372,324,1000591,12002802,14236481
31267919,5965332,1562971,44771048,2529971
14159138,14749606,14950071,28405220,21466915
8000842,9252942,5743852,727813,85704847
8597562,7282592,752673,62581962,15402475
268468460,14885927,7676492,12605122,6765892
16229299,29784570,52512471,26030641,16257506
52637322,40256499,68342334,39525929,51081255
15136820,8128442,20486520,20597460,86168300
19834854,5899432,3779381,5899172,5898772
5941002,5940892,5940932,5899172,5898772
64623745,42950930,16475403,21420959,18720204
33615152,18479513,36362259,51263592,2557521
43530206,23483385,23642374,22528547,15876379
32815053,15485441,18193396,31353077,90420314
20993812,5947722,5773532,20327583,1712051
271086371,200713206,23021979,302873205,23153136
49239873,23214173,19554706,41229669,268414482
23214173,19554706,49239873,268414482,41229669
300005224,42841010,61445012,81263393,235513913
465457546,42841010,81263393,342594918,301309879
14777649,34369690,14803701,146329851,15068983
38649507,91041719,74294087,245969588,53897932
25911053,29394911,61636429,53897932,14803701
151632146,23838767,25635842,15141980,288412293
28310481,115485051,26780127,5380152,15350768
14767384,15141980,88871154,14526865,18286505
538577873,47271263,51162310,31952073,19049747
15313351,15141980,115485051,14526865,20029472
54115721,5380152,16472492,77991323,20106852
63991284,199819340,14681605,51162310,16786977
77270979,77991323,20029472,65289126,60025762
229134550,20106852,113754291,25553606,400964556
260037536,230273540,12378512,20106852,58985584
28322146,30324434,2691,72998217,14085866
51063,2691,833071,839321,2384071
89827900,14296723,2803191,2384071,47465882
37868068,22258315,333290542,20273398,35094637
31506690,172959279,13058232,130734452,16674726
318994760,142401418,508103757,318996058,16674726
508103757,318994760,379244793,318996058,142401418
412409745,38103344,160968596,382079502,345503478
266249674,163535634,82488660,38103344,342445839
544372964,534026234,362236491,38103344,256275292
102748292,51646025,15680246,16562255,91127753
91127753,16562255,15680246,51646025,102748292
50887421,194354261,61659469,88285949,431933491
431933491,15437884,194354261,50887421,407482757
159678850,333544545,122482029,12925072,164009659
134918761,112939321,154008288,139540839,61583213
139540839,93003730,134918761,153226312,93125167
346132551,40981798,34428380,22462180,43003845
63764517,40981798,21111883,28706024,8163442
237752987,37527136,534026234,100005680,51748478
100005680,259394077,50681216,37527136,109031507
33694840,17454769,1367531,73402979,8983712
58568634,1344951,35042959,41429068,19637934
18294927,19058681,30973,1367531,16017924
27114180,25930421,21186125,28468549,54885400
63555423,81656691,43259432,38967935,51748478
41317178,26280712,39347033,26280712,31353077
161048888,286012612,24942585,146155608,121258930
283664363,146155608,62609430,121258930,16577804
308198120,121258930,24742040,146155608,48485771
15315506,285995923,388577434,381788237,40676719
61778311,20927068,22178617,16557902,37217209
127790650,146449017,108352527,135162675,205257492
265902729,19580783,7589572,21642976,26514893
16004778,28609947,15131310,25354531,28363255
79355133,15131310,44389584,70434326,18634336
14387295,15131310,15247902,15980434,16329428
16974303,21009257,14504275,16329428,15131310
389380307,21378183,6066602,145171509,24585498
246915368,128704224,19394186,344059195,53459595
26025129,26155776,39680464,16792453,9844372
525268196,14248719,15387870,16792453,30957246
164246722,15862848,145171509,6066602,235117387
14680043,23706324,14939981,103130238,221185711
309604757,344222674,23713376,19952733,40519997
70642332,18948541,15693493,252192024,6480682
313245134,123100479,26843564,191656494,14353392
309227612,58485484,109268977,63827110,96137094
73269222,35613013,19320697,20209459,102437203
182873573,96137094,109268977,58485484,29089023
154582253,167053063,34771668,26280712,59414975
18312939,65655034,139239969,21671864,31618280
144369436,67625279,16883526,21363027,37227425
2986,14749606,18497606,14319981,14995210
14248648,158314925,10228272,239760107,972651
41047618,22954987,41791341,41255213,25056092
25056092,41047618,22954987,41791341,41255213
16893966,24166202,158314925,36803580,63485337
55932764,63485337,47787563,54330691,177366676
63324260,21603325,39832918,19802879,174083824
211119735,347462129,14224719,188297556,23440052
63051791,63077212,168407243,48988063,112403177
112009763,64011951,23325557,64991518,66147489
100475303,14276679,15425613,142067083,20690398
16838443,2729061,2384071,691353,816653
325633686,337694536,18393773,92717138,17693063
245280998,5402612,18393773,17753033,15877164
124184046,26792275,5402612,15439395,51023770
112450353,17744644,27067691,406433383,20048111
163767663,5402612,139162440,13496142,313680757
239208063,20048111,20690398,38993997,17744644
41361671,18134350,196936348,7804612,41650182
231807203,56877844,48583811,252683940,62386394
63896699,17919972,8088112,21447363,22462180
15027362,6978642,6978642,7282592,74594552
15603992,31353077,15249156,90420314,7861312
189511748,123480187,309366491,396328071,280686960
431926151,25521487,66699013,278778939,267383919
106233617,19279990,173819186,259379883,6017542
302735001,91390383,9275742,25521487,278778939
247573463,64285972,290097288,294198566,23822446
92241457,79024978,196268381,44874400,152714766
14963287,44874400,67033966,152714766,79024978
20172983,21258217,46662450,20812193,18999830
27299946,813286,40863897,30364057,19214486
37712991,30364057,23027237,130922325,90420314
36941793,14362241,19272669,19639085,21238039
27910336,5631612,40728808,17049486,112275643
21090480,18675053,117512842,17049486,5631612
88513710,47607690,20484394,5631612,30364057
23081445,23369230,5631612,23544596,77867358
38929241,14774810,25790813,74754345,37843705
21816902,21090480,17049486,117512842,5631612
27719130,23027237,25521487,17587207,115485051
19272669,15494267,21238039,19639085,14362241
177102206,19639085,133750016,40672070,21506437
36481477,30732862,20835692,36107098,30734523
21444786,14596798,3829151,816214,13197822
17413059,142773600,254656336,285296446,53789489
14503049,1183041,63485337,7592102,7410792
227812986,254656336,61400295,19698923,53474692
31208684,254656336,491847639,285296446,24585498
58396487,39680464,234062645,43929488,20119483
208354027,24585498,23645599,76774950,184729238
68099874,10941762,182438807,60959021,220750218
107492933,46957423,53658654,85104895,19836737
143855848,220672376,250353576,144974967,56272325
63391726,16409683,60459318,56272325,88182700
184052741,85104895,267314175,230498574,46957423
267314175,230498574,85104895,184052741,43003845
429287276,85104895,191924526,230601773,230498574
122884162,220079518,328210221,85104895,37448520
50901841,33953171,40522507,85104895,37448520
115705312,500042487,18744957,14285483,19562228
15735939,62581962,18744957,24008967,31986700
143583148,30109507,24008967,13777692,62581962
31073195,15693493,214237904,725363,30364057
14792720,18744957,30364057,15859033,20015311
40020106,18744957,6480732,62581962,809760
254151392,25521487,82030021,96513226,29514951
551544498,283142172,396126618,173655563,271604248
18322404,138216169,21506437,93664136,245493667
91911775,284422688,111164068,22256645,131601987
287297807,22940219,42980449,160926944,20015311
177578676,15743700,242797971,17093617,39812424
25325999,27720205,23809262,398210739,17093617
488651671,105953687,239930076,128034287,72754970
11196572,102793416,128034287,105953687,239930076
233933116,15267898,15122331,51813392,86315276
137524243,105953687,42685984,239930076,128034287
14683319,18756830,4337781,15295670,6531492
78815877,155118307,60763264,15774118,25473689
43283812,21695356,34378922,24585498,783214
37919553,202346485,245908473,307931655,37806326
97516144,66369206,16669075,18487522,18291500
69117101,21640799,204962218,37093178,31093615
56193484,20031730,312230325,67674891,14731498
50486776,16427380,50483553,28074588,115485051
122177999,33022088,44055873,22374417,38400114
53539770,14075928,1344951,42941755,50835878
8618612,16129920,43798797,115485051,8095662
22466112,34329636,20196258,104574264,53297035
34329636,104574264,65207868,151359362,6539592
485350843,132166240,224841959,65207868,124077669
159167478,14075928,115485051,322688807,343244739
21838210,14075928,24980246,115485051,21035409
24243043,32774989,53297035,224841959,69201454
32625314,1344951,18948541,133064408,24980246
143251537,70890946,25659470,28699250,35232404
65731351,65207868,17937654,18370918,14075928
95699292,24742040,15913,15670515,24741685
73392653,135039839,14230524,51764415,16143507
74469446,70725301,160792745,22439422,428333
29504268,29498652,317973099,260433129,29500473
24654018,12925072,45862504,12998732,47851418
20944845,90420314,83608448,63350390,16303106
237007999,22797081,1344951,22013577,12611642
20692317,31353077,90420314,237845487,12925072
168560126,10810102,18713254,31353077,18072740
24289404,391037985,23544268,48785884,15687962
64403272,83943787,40981798,21447363,101879887
97079782,87758618,41110545,40981798,43003845
25165216,15843910,40981798,31331740,34428380
16479286,24449798,24745414,310391028,15324553
16167593,14326533,15029953,14303746,14464369
57353565,18586178,56814044,79676276,19104727
44557504,15132110,16578299,63485337,18920834
44212406,43385785,43579017,43578737,3779381
289049839,15165493,8295072,21436960,23503181
133783957,161465015,127684106,54611487,51543792
68063807,100318079,83417972,85334418,76494006
80461949,23894637,42085197,2367911,8163442
168834731,127684106,51543792,72695654,54611487
26274978,213855080,21443849,18671559,15279452
125033,14687182,763877,648523,27870530
261538403,42937777,173866105,15962388,18816465
91549820,20465433,411075988,354724970,18222378
109739357,55492770,220685139,171692646,189775115
176047658,224619935,72689768,186113728,53614354
236635264,155953574,69756053,77636321,68292881
220685139,171692646,189775115,109739357,55492770
151681552,145609583,56893116,383504140,68292881
197612216,238215599,72689768,182200374,210188819
180864412,5162861,14480405,17092592,18732790
129031640,16844346,299180306,105913007,151935146
27326259,26612325,27292783,27313494,27811822
26612325,27292783,27495282,27811822,27326259
153135914,5162861,14983693,19190254,9486332
70246837,259379883,265826890,19877186,62290422
79415370,279148521,19877186,361564025,102787206
265826890,115485051,70246837,62290422,18948541
207563892,115485051,22412376,88968767,199034036
34775386,22412376,82030021,159708091,25521487
40354813,14075928,115485051,45489773,19502337
343658895,115485051,18963070,29514951,18545675
42971851,33511856,18363508,19058681,40608489
20303812,22836452,14163748,18363508,10505322
135606984,244132695,38561904,55033682,91836939
19956523,55033682,40076725,20346469,43003845
30254458,20346469,55010030,55033682,68526677
281276696,68526677,55010030,20346469,55033682
396673351,40076725,68526677,20346469,55010030
34505812,189443755,42897956,149834911,15331559
48599613,24285686,61542634,192341355,371256668
14184037,41209786,59251912,43216983,257979607
257979607,14184037,59251912,41209786,43216983
43216983,257979607,14184037,59251912,41209786
14745059,20097342,14947962,6017542,1344951
23839565,745553,73665172,15379379,25521487
180613482,14497364,15379379,68055854,45561740
86268045,19647878,78011391,189520887,87725109
629463,1780551,8559342,9268772,14892168
73665172,152101750,745553,15379379,23839565
16740836,15736190,36876401,745553,84534359
41580772,44608081,15736190,15913,19315174
14665145,15913,19315174,8157752,7058202
16048580,26280712,323520663,41317178,6018292
17155852,35422993,34771668,41026098,31353077
14154405,25286114,19362341,12133382,15224867
157676449,233699653,15769327,24929621,15224867
16856684,19637934,15224867,26642006,26565946
40522554,21373407,14669290,18860989,45297071
59579725,25286114,15224867,14669290,26642006
27507114,15224867,19637934,94338051,41992925
51259108,26642006,15224867,43383705,19362341
97785626,50587114,20100967,15769327,93766326
163528238,15643730,16736650,112215296,133009862
318528962,19891643,193640801,177229224,14427593
118685758,22092792,193640801,19891643,14427593
60018995,31808762,28252365,180450786,183502710
251494389,243332291,212136699,31808762,183502710
211187995,17092592,105237397,269805726,235759540
47252798,156993129,269805726,26668244,212136699
119446730,7082702,269805726,16736650,230402796
98023864,110582871,108815491,105237397,17092592
24130617,282704372,22784458,27556737,91838045
83024840,31353077,40979038,27889546,2525131
756742,657863,41866944,647223,11340982
74229727,73249932,60678806,73236261,14893249
348783600,50393960,15485441,115485051,25521487
73236261,15557717,74229727,14893249,60678806
14145009,647223,40979038,12752062,5698942
381205962,63485337,24166202,18731347,233614469
23835018,48351665,51241574,17093617,20566515
166673892,2148071,7017422,816653,13348
42052422,26053643,15485441,24083901,27042513
23041630,1652541,213903671,48626190,151781581
179059513,213903671,23041630,48626190,151781581
48626190,23041630,179059513,213903671,151781581
331391119,115485051,6480682,43024351,175122604
118963428,23544596,17919972,175122604,153137580
17169066,19607400,14410630,39281946,14075928
1179471,13348,6480682,115485051,7982802
15839517,27029537,60642052,43024351,816653
24048220,22087738,18847857,17052055,18728200
22330739,93957809,13348,19187671,21982720
11337062,7161172,93957809,10876852,13348
23067559,17652777,1294741,43084793,19187671
14744489,15568496,1294741,43084793,19187671
135976242,25706896,16119345,15343773,10481072
517787081,4893411,779715,12365262,18396070
13216042,27602723,96776968,14112815,45445539
17599585,9274272,14060922,13753972,6013342
214200358,778446,50557241,217911721,28521141
12809062,17599585,5768872,15591045,15225266
19076902,22832029,43969852,115485051,122216533
43172598,43969852,17117719,14874125,122216533
135789579,1183041,15666380,7081402,7861622
441125598,31353077,98795912,48485771,18393773
666523,15249171,2172,972651,10638
28536513,43815496,972651,362286999,113696592
14641123,126881128,31353077,56927066,90420314
67838821,66791268,126881128,43933723,15160273
11323282,17220817,30313925,9363302,643443
211089576,621713,2384071,817386,5746402
121887978,643443,50393960,16439471,586
15023,15948437,14066988,15416485,138034438
15335141,17220817,2384071,586,20793816
14622630,18498684,50393960,16186995,30495974
9462782,50393960,11362622,586,14405111
1594501,14297283,3640341,50393960,14940487
15948437,50393960,62581962,3839,5676102
14850580,14137582,14413075,15841722,16166237
218349120,21176417,267112027,151360659,137878921
145837395,151759225,18713254,18449101,4114811
6045332,7860742,15195755,14404484,16218155
21630153,6587,7925002,14269190,7860742
172634213,36483794,259521523,29394911,37624603
15418709,102693093,32234316,14404484,19319347
23873876,203694329,64496398,145852539,43289545
22800874,17753033,17020962,30231735,26465656
31123109,19982092,19818494,413487212,20079982
68606521,135281645,20279424,427699604,52613032
19524590,19818494,19982092,44101412,18953259
19364873,20083529,19795629,39348085,20079982
23771106,44874400,23654341,12152402,19129073
19000369,22412376,14220688,19687995,15147748
16242868,34534141,15743622,16947422,47470987
16156195,15031577,15031479,1439931,9572502
14140130,855741,12543,15708312,2206131
239920908,855741,38353,12661,12543
6166932,14773982,9572502,9929452,14561327
18034357,1315011,12251322,38353,9070452
16994623,82368762,14306648,9572502,6145712
18368771,48903480,16586811,59019078,18511509
22340349,15962096,263292498,234903529,88749392
113206484,274852501,234903529,13274322,18823915
216367403,12702822,19725644,19725644,21034324
359193800,300990639,200942593,275333376,165664501
33990291,17169320,169686021,35787166,35094637
59212989,27529145,169686021,16530463,17929027
107307512,62881502,103088329,105921626,59168726
169017285,35261530,169322977,120956019,27195114
42550825,27195114,119509520,117778179,114052770
26247404,30497985,223047786,19218100,59512293
397764784,300990639,177291943,275333376,165664501
42427395,19028953,130274094,166353732,16530463
21193379,36667966,23911410,82946409,101106637
43501709,27855118,15747753,18927441,36969785
21055627,73147282,21982720,20479813,113420831
75713796,59003,64823914,40932856,17093617
148375516,14511951,17899109,17093617,101896529
85585907,17999296,10297,19621110,14090017
32934942,7861312,9451052,18927441,7860742
18708471,9451052,1183041,19000474,17052055
79680347,40244876,21517874,82606700,19532756
37396276,63285549,69406740,21791940,32175870
42986082,15313346,18927441,18988524,9451052
14159157,69906760,18738532,1183041,7861312
69406740,71273562,32175870,28145787,37396276
28145787,32175870,23240788,69406740,45002767
115494979,15029953,643653,15727419,36735522
53811100,22413809,175663595,20745130,391891226
16824742,29278831,117226327,19902621,39078517
16931625,15905103,17185109,6943192,70942679
17377475,39832918,22139698,15862891,6408382
90851356,19017100,14315365,22839233,49636316
680373,12836562,741043,49636316,85281360
17674207,48433,788670,1216291,6612402
19838522,115485051,16089776,15901190,23559586
284658067,2029191,15433229,12298152,15454949
285185591,6291872,30261067,10191272,14086744
91408245,15492359,160272734,24529179,23019705
5979722,5380152,361852894,409831350,311825672
263758909,15976697,7702542,50769180,19268706
237764810,139162440,14220046,79797834,13820672
36872889,18174186,18092342,31015514,69673536
43635634,27743077,115485051,43633150,44472892
316643326,24166202,63485337,82030021,199122609
16516351,15901190,17218144,16652840,64880749
258606602,135281645,224385091,15901190,14681605
539362401,86295646,199934862,69129876,34068984
20911586,18742444,5620922,86295646,15080671
5533842,43412312,21068395,108162334,217027874
163105850,142758563,105261118,155951259,40981798
69450891,43003845,40981798,21068395,73992972
81243764,125399459,85713602,105855150,96553567
199346997,40981798,200683864,149680650,43003845
40563879,65623202,45687510,37714668,52437231
97463613,34942750,66661590,85922753,164804966
86139860,92085145,235351801,206670930,62193662
61922275,233727593,172464017,66528060,320360672
76662895,52489224,29739553,27062951,47583067
78855722,40544293,24407244,22516645,18980276
331277521,162705856,211399185,221537597,247969040
55574961,44473103,509841882,251983364,319086368
37177143,56408416,31957731,66803871,42003019
56408416,31957731,42003019,66803871,37177143
18923226,35528461,117506844,15736190,17636405
66803871,31957731,42003019,56408416,37177143
80880626,17636405,23664028,20458823,15736190
24911432,17974481,14202817,15279698,2729061
17048064,10350,3233921,13215132,16018802
30926164,274852501,93816184,79797834,14585679
251772491,99712648,92367751,181416747,169274239
263215433,132923794,19994279,181416747,25529018
57389596,3646911,92367751,79797834,18713254
16985092,2021791,5389172,8132642,795360
9798822,815411,3604981,2931451,2911651
8453412,167144274,396948166,3604981,202721855
21553949,41130821,51016800,30043463,72071090
9575342,3604981,8132642,8732672,14437359
23519736,85891683,3604981,18749233,815411
17833574,1183041,40150421,10798802,21848018
386141918,26518838,75212435,15015111,36998406
75212435,17552239,26518838,386141918,15015111
294949330,255836353,9537272,220444914,29264684
60985680,17093617,8039442,5749162,80700514
46025145,60025762,20029472,38682272,30891969
81439759,30980778,18393773,7764702,15165865
41639779,28521141,31353077,153457964,139162440
19364978,14773982,22796083,137610870,14353392
22796083,186516470,137610870,19364978,14773982
14583400,341258707,271310204,186404598,271310204
444000685,222799749,386654472,17020962,15253147
223165982,214153705,236980532,183387449,19583545
21089219,15253147,44101412,15439395,20508222
211237817,225418717,287202982,185344587,420318016
69394398,40812504,141303634,58233603,27136199
486061584,1526641,177345928,15290441,14306161
80470396,86395621,17221819,27967444,21347710
289578422,27967444,15771854,52168389,17064514
125261222,136879221,15134782,28049003,62581962
15384271,62581962,5900852,62591681,1699881
14889178,8039442,95478864,2142731,1068831
282275903,15216860,15853668,18553965,142047796
207223089,344339094,45809857,408018655,17939037
86561755,14748524,1129781,776031,761290
482526151,82030021,16747981,15028747,63485337
473376477,469226535,411435341,305540497,538235962
260556595,15853668,22784458,121825928,386772363
86559364,86561755,761290,86563606,14748524
36377365,14064431,18755393,27512794,36843034
22677224,18500225,73744565,56367937,14063605
46279004,52758588,71256932,36292086,7718462
14327961,6582742,14677919,30109507,25179560
13268082,749863,15163466,16021612,657863
25323197,5538252,14645160,5548212,1835411
221900702,657863,115485051,34378922,3829151
87260393,14645160,90880254,5538252,20609518
157010908,12,167179114,783214,6449282
25338609,18774059,12131132,823129,70362156
97005518,113952837,72418997,58875905,37692939
55463336,14645160,15661871,52551600,23631859
58875905,113952837,37692939,97005518,72418997
7282592,35383,74594552,6978642,15027362
164596794,40342628,52551600,22461427,14824849
352297378,18713254,15439395,14075928,19394186
153166651,25489250,14366288,15439395,49938990
186220855,28650455,47787563,225791964,47785747
49131762,36846350,21586418,31521465,298369805
14311631,17241895,18880638,8637672,16853802
23815580,24065541,16563998,14690807,27178170
101901227,16036912,8637672,98660285,16853802
27001193,11739662,27707080,33553495,11739942
18128265,71876190,6480682,6017542,19195914
26894077,6480682,14861285,7724972,21887748
676063,9515832,22161438,4523471,30949085
133754047,62922402,11739942,42990526,27246430
21674969,4523471,14424445,19915096,121559360
19637761,9279652,15930000,16650200,6480682
9515832,30949085,4523471,22161438,676063
242323333,16312316,21174708,14424445,45911118
1938911,7064802,7478612,2054511,145313
92929044,47787563,414667573,273120131,84516413
15274370,14305350,5854642,1132291,14079781
2733051,5768872,817113,15940523,1132291
14090558,7161172,115485051,14539061,11740902
102208685,15926905,28504906,12230022,817113
29391256,115485051,113459373,20609518,632023
17330051,14939981,35094637,115485051,20196258
186635253,6324592,2232241,14084454,10241
255314321,526316060,83450402,16625144,115485051
184730805,166155537,15439395,7076492,18887526
27459811,14955344,15439395,24447643,57107167
20740890,18887526,15439395,47583067,7376892
130125416,14955344,14173097,83130849,42523468
23741531,19562228,28706024,14230524,21447363
247485219,86103215,66598487,52263864,58015847
164823386,17344075,14583400,54260419,27936228
62376597,67665528,61608800,78687173,100133641
165492265,152827069,41861089,103180313,14230524
343604563,137403399,119708241,388521369,14230524
41422571,374052936,23894637,103180313,181794195
133809776,23894637,19153742,103180313,8163442
48616495,14230524,103180313,19153742,23894637
155069276,2367911,23894637,14230524,152827069
22668573,96669212,9695312,53184837,24964618
186928811,172872728,23894637,277189755,33792219
25115549,28123862,16580226,127958577,11348282
82992977,18091925,38293759,191737201,22544911
38293759,82992977,22544911,191737201,18091925
462304063,90211548,175671176,168336330,174461074
476287953,43526024,18194020,70965664,19774598
24866239,14220046,278090672,43526024,57972602
27212794,14220046,19589086,30706978,70957640
19393565,235621834,20225875,20054249,19063323
122837155,494696880,163877409,89936041,451177257
150035453,451177257,62902845,163877409,89936041
24534230,23702397,24876782,25844958,181542473
28403657,163877409,165868692,507603821,494696880
22150080,20124555,23702397,163877409,494696880
223318094,41227444,238763290,164201972,204005910
396033566,507603821,494696880,163877409,33648220
135180346,204080569,117483450,62902845,89936041
26740297,15008936,14372486,19837539,15818391
123018256,17722816,117187783,291468308,71837784
6278162,18666844,14269220,15913,3443591
14227046,104254976,37838964,40164390,14480405
264039075,90118718,285708672,445348992,8051992
111797528,90118718,74671123,38613416,8051992
15923226,17993906,15675138,288308178,7402662
17912982,20064236,7402662,7768572,16827173
49037471,179167773,46941766,44473103,142875215
206918348,100318079,22462180,63135128,148062502
192264695,180165101,162157731,227135786,21068395
63784655,44312605,281765007,21068395,146229554
27703441,17859804,9973842,18109441,37977732,6127252
28359405,5992502,124746917,17342842,83876527,203827751
113415132,57261575,28359405,21734241,195409031,21742517
109698612,339373057,339744913,140955800,33612973,115192143
111990504,135268094,163274846,19383317,20271494,23375688
16663695,47799910,14824849,15913,7860742,66561957
